orchid_id,genus,scientific_name,common_name,growth_type,growth_habit,root_type,native_habitat,sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,lip_length_cm,lip_width_cm,pseudobulb_height_cm,leaf_length_cm,leaf_width_cm,flower_count,fragrance_intensity,bloom_duration_days,color_pattern,leaf_pattern,leaf_type
251,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.951533987441011,2.145229307686138,3.906025324468792,3.185996955997506,3.3944995681855774,2.9429767749190034,11.446652869638472,17.24458921550181,4.548011614464,10,6.067086531722332,12.919882193729052,yellow_brown_spots,,
252,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.4359614510723393,2.1120045679134196,4.2874269262799425,3.3770940661665656,2.871065922045556,3.492552101029997,10.79892853475322,14.645131081790252,4.037081122545183,8,7.909795486502541,12.549271033605221,green_brown_granular,,
253,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,6.034195247974946,2.5665128160603152,4.904363097293465,3.9638820864181628,5.6250863017673325,5.78337182743764,17.310831397320918,18.017430662014192,7.436670925011002,5,8.19716296646697,12.946101856466425,purple_white_lip,,
254,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,4.268663645910438,1.8065033377224173,5.044068513472824,3.244566209508792,3.804114447653656,3.111623095398096,6.5509004596139935,12.503628956729205,3.9311068848762525,2,9.997219707117264,8.540670752357746,pink_purple_lip,,
255,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.4864487898367447,2.2091115869377096,4.51672656789041,3.067914495042333,3.76344930033753,3.610738848837958,6.779327653185927,11.689453992629552,1.922177807261484,4,9.231054274144165,14.644479518349804,pink_spotted_lip,,
256,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.40675225361899,1.8786288806132827,6.496697068908126,4.639570004762031,3.932647409792245,4.206136587101764,11.297148903293632,14.418845227598535,6.444535354461312,4,8.413859577624834,9.311000901730726,yellow_purple_spots,,
257,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.097799807172654,2.8105300991821798,5.294495498230502,4.53386637527121,3.6727144577952178,4.213954861224331,15.73221999428184,23.358090583222886,5.249419473509197,3,6.738572479519521,6.468804860671436,pink_white_lip,,
258,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.589238331942695,2.32865731234407,2.9155207207747367,2.5656289306728977,3.364553389355065,3.4011370537709933,8.769083382509656,12.054023979275721,2.31864611455035,5,5.396385033170113,24.016857131319693,green_brown_spots,,
259,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.195933711702889,1.8889093317763908,3.624136966455723,1.8497602533362194,2.9153644594864243,2.3749231902239067,4.941924347737881,10.507157298878095,2.937305565181527,2,9.632870793043365,11.808631151693906,pink_purple_yellow,,
260,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,5.168122048760596,3.2176941302740065,5.006785605781177,4.038695269237366,4.468418611733422,5.928010314004856,17.23427489415122,25.218818990488565,6.807611351770199,2,7.23240640083311,10.824488837012563,pink_purple_lip,,
261,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,4.347650263596473,2.6030038436665337,4.830643126078854,3.9443160754491897,3.96526983117486,4.423742873142234,14.158003616265038,17.875493486954163,3.856220342065295,4,6.353142257563982,22.279465745039868,white_pink_lip,,
262,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.541182229056629,2.144307775487947,4.1763772716405585,3.0738991843392083,3.222340215733327,4.359646165007347,5.470147187739435,19.05479830733336,3.505548874659816,9,5.729702230263048,6.62068064239627,purple_lavender_spots,,
263,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.008591405193516,2.1628813161175495,4.261392183831237,2.7263877767109763,3.6000504689344313,3.634647376290367,10.687767424693659,17.138753607097247,3.530919359682037,9,8.791920455017472,10.251814390821416,yellow_brown_spots,,
264,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.246008478978546,1.5794275796851287,4.8921105183190505,3.019041977118849,2.9578143957714387,3.022762050417572,12.099875070455289,14.210018463004038,3.563968303546179,7,7.575088921381336,8.700544556425864,green_brown_granular,,
265,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.832736315053238,2.7974619390572606,6.836850449425117,3.535705909918529,5.244145844110314,4.678960623813982,10.314737792326302,24.938476360440323,4.548408701431652,2,7.506914473234464,11.985910029038891,purple_white_lip,,
266,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.6921952107159886,1.9884426353164004,3.7629230269917944,3.2278098683131824,4.3268086342461425,3.2559548931356512,10.59184825131337,8.407378609570305,3.9104330075056386,1,9.003006302441026,11.19140450035103,pink_purple_lip,,
267,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.895581982285053,2.1041574547490587,4.766870986534651,3.1320363550721164,4.170865461524353,4.254728846703845,9.599179406417463,10.35642346664406,4.695121341504234,3,7.100753737673457,13.80776670755385,pink_spotted_lip,,
268,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.175403636662033,1.6215488715600213,4.970300819616113,3.885829261927371,4.79472839196135,4.315714550542462,14.605971088307296,15.22024392252207,3.082798076589023,9,6.576030818408446,13.723890550899226,yellow_purple_spots,,
269,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,4.656529626149335,3.7699941957381675,4.83221491471725,5.004144658732312,3.891626643351864,4.841533811551931,15.150667044770671,27.595520958768027,4.445598104831484,3,5.710937251263381,12.737694013668456,pink_white_lip,,
270,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.774159813777249,2.1848783714093463,3.7643508912365036,3.542201325917705,3.3121173722676462,2.76142939759724,6.093395074063497,13.38575548701988,3.298167832753318,1,7.230096399043509,13.250138393046246,green_brown_spots,,
271,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.272605332603022,2.1644920533876713,3.7369670496056755,2.211749576963693,3.4074873410867172,2.863357004768996,4.1511936001362475,13.960609036835567,2.9143128737913617,3,8.716219902406712,16.137459356178372,pink_purple_yellow,,
272,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,6.78417774052063,2.801512856639463,4.048726069277506,4.2114454784828705,6.530778985613925,5.583866912654892,20.29838224080442,23.872034160440155,4.393066190158235,4,7.803222036935258,12.165844257834115,pink_purple_lip,,
273,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,4.844233476031848,2.7041992311913,5.8817836428709676,3.893208084872023,4.061020956654883,5.523308479609048,12.938063328256623,22.698474736278698,4.013418794044193,3,6.853608129940143,11.39931175874245,white_pink_lip,,
274,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.707981717939504,2.98321011022573,3.752660592146799,3.538491570703577,4.174443635431696,3.0353042705005864,12.52478582245302,21.441736283968876,5.406438073135323,9,10.192824112754934,9.676155089944254,purple_lavender_spots,,
275,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.3554084810163696,2.0586208777892443,3.3147073372697173,3.5004397818029243,2.7674584768718393,3.5142287905915794,5.605470450359508,15.378957684121753,5.150364709063174,7,7.413101415440851,11.71874540056588,yellow_brown_spots,,
276,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.736631982107047,1.785481033808772,3.7340595422768463,3.5301557896224662,3.514395406869241,3.2472847965607747,8.0167807672559,18.868143119262676,3.6511949604080023,3,11.054904882120814,8.72895208934823,green_brown_granular,,
277,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,3.903710087897739,2.9134358659194426,5.257085550964717,4.009057483354428,4.95319053530822,4.59215988738599,20.794883392337194,25.950216601366975,5.97600116069828,4,5.675659416311031,13.033893031496742,purple_white_lip,,
278,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.689243368523938,2.093309914884584,3.7866686744547566,3.181903552960714,3.8829391397403072,2.553645285035811,9.129260144458431,14.91081763867307,3.509429797725641,2,9.116525765610486,10.786614100010647,pink_purple_lip,,
279,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.657165749803165,2.354375348780615,4.822190137487612,3.297421170135069,3.1881828081746857,3.6031808856627254,13.855489846794091,17.13563444644649,4.869589751257473,4,7.815585635984847,11.024910009679068,pink_spotted_lip,,
280,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.3569838075806455,2.57573132291695,5.337795418704099,3.0864605209537226,4.9377900398280135,4.243203766980284,10.61534184960626,12.195902334558381,4.6695858788267115,2,6.14639000991998,7.970172557019961,yellow_purple_spots,,
281,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,4.789322449359073,2.6471904444658434,6.070294922296653,3.6112602277722647,6.142939738698053,3.16185161454377,18.395735992968397,19.29056463104853,5.959584872343556,3,7.327682374493973,13.501111002179066,pink_white_lip,,
282,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.7086975653669585,2.0675952745041433,3.6955096341504676,2.435465878763161,2.5906423356625625,3.3070745650945437,11.571576030333453,16.21303052144633,3.986722116717604,3,8.367038495584964,21.544764754339184,green_brown_spots,,
283,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.1749441690691063,1.8729370375538679,3.352878747181771,3.0426333543311928,2.7198589688823342,2.6927368368539395,9.562854259455717,9.856571287885235,3.9793945922484473,4,6.816492449282285,14.271903756524155,pink_purple_yellow,,
284,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,4.287991863053645,2.8726026413111536,5.264174122075804,4.074647558238569,5.690151227368896,5.962012453025615,19.371934075882628,26.869150932345683,4.594928672269881,5,8.161837143175932,14.295495044074043,pink_purple_lip,,
285,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,4.992428846621063,2.7830526357833305,5.146614800226168,2.443378682918294,4.653733101649187,4.538407924351027,16.546471127360782,21.138078431180027,4.39541034662941,4,8.188895460015749,12.936760079765154,white_pink_lip,,
286,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.479286920101213,1.520522875108334,5.723744963570603,3.375095050157877,4.29127801469536,3.9338547350359363,14.908722716167766,10.12458948747862,4.28985693237585,8,6.663689328247524,10.536978077163003,purple_lavender_spots,,
287,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.429890292025156,2.1475538908108374,3.7024889199930704,3.1755246248883915,3.750554283801537,3.9878391727190765,8.369619004493348,19.93811818964405,3.9315184315300393,5,4.916499159444507,15.187396546129241,yellow_brown_spots,,
288,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.931775405977392,2.385228738184435,2.6441647576788747,1.9452280519217306,3.2520609139949253,3.6389200750174835,6.055574330467688,5.475576512979975,4.199825584353446,5,6.786279043450021,8.285265763962467,green_brown_granular,,
289,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.644349433186721,2.6597424805863144,5.635817293955352,3.4961060645803363,4.306591978788569,4.859146229624401,13.167311626373387,20.861212592652556,5.056283331260531,3,8.445098530762978,12.090982952661504,purple_white_lip,,
290,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,4.079168211605853,2.6569942309685866,3.910940417343915,3.2297834417410067,2.5980686037188176,2.2432175182747907,10.27402618914157,12.284431177785404,4.624958882858896,2,10.695054272435081,10.839411216714531,pink_purple_lip,,
291,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.265948903354629,2.3025668242473047,3.4003829800118615,3.877786467855174,3.4334854161169606,3.7522416281915083,6.292414233571865,11.925729073575102,5.248069919377788,4,7.683237253250589,12.230323046733176,pink_spotted_lip,,
292,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.28908216946193,2.510084347016033,3.8655054176457035,3.898576859222341,5.7373561995069595,4.195791875108675,12.621694965683066,22.90890794802328,4.9896016186828,4,5.295088126219955,21.697983284987792,yellow_purple_spots,,
293,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.026635180683899,2.3561152442307294,6.39786886922822,3.8992440349832114,5.407611909988886,4.295768957419024,14.008556340704308,22.521020919504313,5.3908970575900055,4,4.007149151277218,12.603590233295359,pink_white_lip,,
294,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.238134348614289,1.4924277954227576,3.152158207234491,1.9912805440152208,3.1493596406492337,2.660624967767581,7.576847850733776,13.988817381979345,3.718382378511643,7,6.298207991250024,15.56025482221336,green_brown_spots,,
295,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.2580322598036977,1.6026637832113269,3.0878582211606243,2.7733041558013305,2.7443798720851205,3.0820382613800117,6.703638619361574,10.947063548324973,2.916744502384264,3,7.267798217444074,12.046035645458213,pink_purple_yellow,,
296,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,5.165981242307829,2.8882007091359116,4.9709443362288654,3.818114707648542,6.362742333429847,3.9233671959921317,11.78893703512168,22.086872604377138,6.605151052760831,2,8.553230557018729,8.762877701421043,pink_purple_lip,,
297,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,5.19682339226502,2.9533740125614574,4.813484068132995,4.302962255898208,3.8235023406281767,4.989536295277499,13.232582263666703,18.387444899475124,4.484101091705351,4,6.006923421540305,13.617860259264564,white_pink_lip,,
298,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,5.040319846398955,3.0797743932034836,4.518743481140857,3.8406811632876527,3.4077846311960847,4.252839978840686,12.038444762164271,18.997545472208817,3.683542342371684,10,7.43368101643779,7.253469709961618,purple_lavender_spots,,
299,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.7298005417578235,2.031771727906042,3.278267698286438,3.218997387300657,3.6754640776734795,2.663553049344213,11.810532163193331,19.005554606418357,4.158924135205422,10,6.24908410214475,11.982543211980992,yellow_brown_spots,,
300,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.91163541796013,1.4773334922094175,3.772374920709967,2.463151519860573,3.5676691739461455,3.5977789502035633,10.921213611652014,7.510690045251544,5.229448757049516,6,6.888791568569539,11.786914021929931,green_brown_granular,,
301,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.719604604971441,2.026931484104139,5.916669176172307,4.551179661909803,5.860418517253461,5.455940202108187,16.335190735052038,19.542917608558867,5.95569747798807,3,5.763723690237097,12.641753022369155,purple_white_lip,,
302,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.7177195151886626,2.329000245280163,4.506795986497413,3.6321526742632244,4.160530869176734,3.340916177666515,6.669281555112688,10.783774798750525,3.749847179931846,1,9.632726814848791,11.752338334382465,pink_purple_lip,,
303,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.6989928830919188,2.281677298594287,3.7590915564508434,1.9509694912535305,3.920275778848237,3.804452678127316,10.855167022716813,9.461402503186024,3.81932045593882,4,5.437982687938702,11.298228942391816,pink_spotted_lip,,
304,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.007050534112579,2.6401480865545355,4.424540770253543,3.8614907852949245,3.8620206864351574,2.83130495132062,5.885549140714177,19.429405418827848,4.2945980283024365,6,4.357515974540764,16.892612218990788,yellow_purple_spots,,
305,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.5415087774577225,3.1401151042088142,3.7569225677477815,3.567051311133741,4.097389397741226,4.569920868086449,15.738382655257547,27.035196833506916,4.605034519631927,2,6.403884002705258,16.44901605663624,pink_white_lip,,
306,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.6482884692651525,2.280295453356392,3.9732368018059017,2.3371533525146915,2.533435822611097,2.279395100376428,11.322719219944489,17.884650151569723,4.609617284831828,5,6.527856098385156,14.780962613525043,green_brown_spots,,
307,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.7414398773128865,1.939731995547247,4.433612102156157,2.9972937321917854,3.082874474020038,2.9916741742358934,8.64789509492745,12.924750573523482,3.649308919799324,3,6.994800598740575,11.416431180701895,pink_purple_yellow,,
308,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,6.028642629435786,2.6774230207869207,6.698050084766984,4.476252341850464,4.524195233469333,5.47862966791663,16.072732737302616,29.793848276148182,5.801458257607848,3,9.06623480563721,11.351103804659672,pink_purple_lip,,
309,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,5.780123974092812,3.01571218035227,4.7445866877391705,2.8702933370268697,4.637488100699468,4.168678090670812,9.914003792454867,15.629903800471016,5.194807893695604,3,2.679749166822209,18.761890744486053,white_pink_lip,,
310,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.65937019590352,2.663105270460149,4.751327399630411,2.906503305847128,4.734688508492478,3.446532720331324,8.97388999334145,16.523912071943286,3.46975126456279,6,6.817212477871758,15.22299901431073,purple_lavender_spots,,
311,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.448200058866971,2.8225195118045625,5.208076904244916,3.657717227423976,3.106065724772099,3.881930175816711,10.667232995757724,14.571563687616127,4.11761073837277,11,8.406859608839522,14.381278246528392,yellow_brown_spots,,
312,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.8434851087876787,2.457057593668712,3.280131423863562,2.2110626572520857,2.5333549641672133,3.6276577055743657,7.7984375178911485,15.522996702447635,3.7196980131127946,4,8.149306961610376,15.162316254514652,green_brown_granular,,
313,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,4.528716629525887,2.949167338933315,6.95988281581868,3.3443265787432948,5.694809285389482,4.556062230114138,17.64730703252049,16.260035779871117,6.666044403079218,1,5.388157790356396,13.583718620776136,purple_white_lip,,
314,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.5146797848999434,2.355740593029885,3.4624898413197505,3.680847079673024,3.507074632482879,2.9614354368124483,7.871718277902388,14.564973954299615,3.390881295704693,2,8.258430309784025,13.641087815883632,pink_purple_lip,,
315,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.7601632452711655,2.549485035854121,4.646629058553441,2.707732974759016,3.7964271744723623,3.8920013896553742,9.729346662284232,19.51796142672329,4.917212314225491,2,9.202697825589995,12.159237183911618,pink_spotted_lip,,
316,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.9373686584667045,2.7183146854129423,3.362742876191642,3.7951320790329497,4.310662457726229,3.733473446210669,16.802948900949225,20.22929830442857,5.979172717272807,6,6.178703530190366,17.957018140305312,yellow_purple_spots,,
317,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.649082844011626,2.380553662987132,5.561054662525244,2.686050867490704,5.953556004641512,4.141338031526314,14.37876460750239,18.906576287053724,6.246027575013414,1,2.659989693764194,17.964263076551624,pink_white_lip,,
318,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.2066636128473953,2.400214702881585,3.5531172955172234,3.0686792735285033,2.9136591799203506,2.357585421942106,10.753567006243417,16.18370054304895,2.710468554604257,7,6.794124052900363,13.118717240224097,green_brown_spots,,
319,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.3930644807510357,0.9503022225047578,3.9069904300988707,2.5514469801619866,2.7097374477150993,3.155609745185105,8.64718442944153,15.840750106804792,2.503632263916502,4,8.46199431365064,15.136691643425696,pink_purple_yellow,,
320,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,6.298725710623932,3.451720066569447,8.139435809644828,4.279292341299713,5.047181839466896,5.321475253784768,15.130423886013917,32.857999919026334,5.488460157160244,2,9.362100908165969,13.526759050305545,pink_purple_lip,,
321,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,4.514999907921771,3.466140767049412,4.500681111536775,3.8177830370164965,4.891383690966138,3.058065422708049,14.14472940393659,15.585080065626247,5.158226224667202,5,4.4672281785458425,11.303703473564102,white_pink_lip,,
322,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.026796841309182,2.759017428121518,5.591153840286236,3.162828523214037,3.653668360804649,3.4086719060416963,7.166243597081346,12.368637507738512,3.2021658839758773,5,8.214220456481257,15.817710488785709,purple_lavender_spots,,
323,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.2631570997416,2.0592607437368775,3.9042803993486728,2.62191789423511,4.133134836021761,3.7889892618197787,12.243408812766654,16.049691937767804,4.984854322124225,11,5.97699855920581,14.379238488300853,yellow_brown_spots,,
324,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.2111944960941132,2.561931327387434,4.68684312037826,2.9150505295380076,3.3632495091000174,3.2794703430120333,10.63854421814634,8.594397645855848,5.278644796640028,6,8.410091204191671,10.114345413382152,green_brown_granular,,
325,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,5.294295227671963,2.552596511314035,4.932743612076616,4.414633661683345,5.515471924894899,5.245137364366832,15.876734728594101,18.974706094332465,5.891500593061283,6,6.863402579619631,15.997743471879428,purple_white_lip,,
326,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,4.813869846574029,2.050463123333448,3.704090897252367,3.3338733127671687,3.3148872040668227,3.3567106089387773,7.112192399323606,13.001938764863707,3.2316180933945664,1,8.66766216149643,11.443806970876283,pink_purple_lip,,
327,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.338000841563674,2.500652039163865,4.970361225470148,3.3921010360029484,3.2033428869201246,3.6247740947990383,7.242359538164027,14.891157583692205,4.923530480764261,1,9.056042312484891,18.082028108323115,pink_spotted_lip,,
328,Cattleya,Cattleya lueddemanniana,Lueddemann's Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.818587347659628,2.5091430039380493,5.690010314898281,3.830223138003798,4.644871139883029,4.547120127637768,11.784014834169202,5.0724564009548345,4.06386561577308,5,11.759391938695824,14.777557543384786,yellow_purple_spots,,
329,Cattleya,Cattleya percivaliana,Christmas Orchid,sympodial,unifoliate,thick_aerial,South_America,5.684767181100972,2.474670086315808,3.618727391032159,3.9808192272428657,4.587516351771115,4.22008523293214,13.833149326379543,21.489207222405366,4.949883048746193,2,5.177590131284218,14.458554374685816,pink_white_lip,,
330,Cattleya,Cattleya schilleriana,Schiller's Cattleya,sympodial,bifoliate,thick_aerial,South_America,2.5253141223387883,1.28489276281474,4.2435082968209406,3.0028081088541425,3.171302317462982,2.341820598097971,8.171804836449628,13.385485082171837,2.542463618855532,4,8.51188019214951,16.322260989365798,green_brown_spots,,
331,Cattleya,Cattleya aclandiae,Acland's Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.5025953417264395,1.2257819788237598,3.8297256205568058,2.1784206341090075,2.922938246683188,2.5008990327041163,9.876745217610901,9.613910879150206,3.513803148780916,2,8.192541790373813,12.46298068651766,pink_purple_yellow,,
332,Cattleya,Cattleya mossiae,Easter Orchid,sympodial,unifoliate,thick_aerial,South_America,5.788720827274663,3.0686758889390893,6.417116223566056,4.559153601985003,6.438395639689789,5.931157754442632,14.087382048323235,29.730739753012934,4.49502993017916,2,9.205427065765281,15.859216354108606,pink_purple_lip,,
333,Cattleya,Cattleya trianae,Flor de Mayo,sympodial,unifoliate,thick_aerial,South_America,3.753209865002498,2.837191698611764,4.772052720647778,3.4206173710323124,5.310511398419403,3.742424601553807,10.542144598469461,19.995210266019864,5.048471797038733,4,5.945032545181772,13.752631602593205,white_pink_lip,,
334,Cattleya,Cattleya amethystoglossa,Amethyst Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.787616572057654,1.3500731774503552,6.584306796102405,3.7655130474471052,4.189326082350615,4.508940629851487,17.827865942594087,20.50883724943593,4.959050477177296,7,3.8970660588226047,11.07869938293652,purple_lavender_spots,,
335,Cattleya,Cattleya guttata,Spotted Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.932879864018537,2.245273289087521,4.526764634660574,3.7028319073924285,5.097155092387055,4.068769506575317,9.66723102656228,14.773132376015385,4.608064129649001,4,3.938314019226185,15.752394454456434,yellow_brown_spots,,
336,Cattleya,Cattleya granulosa,Granulated Cattleya,sympodial,bifoliate,thick_aerial,South_America,4.10693317307039,1.7766318378820913,3.8513764029768893,3.0780417019330826,3.1005396720406178,3.6824473739097137,10.84018551356853,15.6488305542235,4.073658418796644,4,8.10152247106298,11.73185662092187,green_brown_granular,,
337,Cattleya,Cattleya labiata,Corsage Orchid,sympodial,unifoliate,thick_aerial,South_America,5.724707220315359,2.5304214310655384,5.245351403528665,4.3526049055791125,4.790879341864014,3.450221000051439,15.182133985521576,18.94441379018776,4.9712610825971355,4,6.349900622783325,9.246771403354634,purple_white_lip,,
338,Cattleya,Cattleya walkeriana,Walker's Cattleya,sympodial,unifoliate,thick_aerial,South_America,3.0747251133756475,2.214285850708024,3.9330314217226987,2.739401957242338,3.80168658647366,2.875231336356803,7.923524170947259,9.790834689676965,4.012406030374876,3,9.861692342852614,10.315948624502903,pink_purple_lip,,
339,Cattleya,Cattleya nobilior,Noble Cattleya,sympodial,bifoliate,thick_aerial,South_America,3.3368485993323658,2.3634189702411974,5.243860103551269,3.0121831671172323,4.610668453992028,4.146372644759103,14.359332080358683,16.676778004900328,4.56991335984481,2,9.797024745997307,12.654371490416416,pink_spotted_lip,,
